winner_rank,winner_age,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced
372,26.20944559,71,11,4,70,42,34,12,11,1,2
138,24.79945243,59,3,2,45,25,22,14,9,0,0
100,30.0752909,105,6,2,93,57,42,19,15,3,5
9,35.75633128,118,7,2,85,53,39,16,14,3,6
112,22.65845311,65,11,2,65,43,33,10,9,4,4
36,25.53319644,85,6,1,61,33,26,19,10,2,2
68,22.32169747,80,7,3,53,29,26,14,10,0,0
71,22.72963723,70,11,3,65,37,29,17,10,4,4
30,27.8275154,120,10,6,94,50,36,24,15,2,4
78,31.53456537,64,2,1,54,30,23,16,9,3,3
100,30.0752909,117,2,3,94,57,41,17,14,6,9
112,22.65845311,75,14,6,64,27,21,20,9,4,5
36,25.53319644,109,10,3,105,57,42,29,15,7,8
30,27.8275154,63,3,1,47,31,27,9,9,0,0
78,31.53456537,64,4,2,53,37,28,11,9,4,5
36,25.53319644,82,2,2,70,45,37,12,10,4,5
30,27.8275154,74,5,1,64,44,32,11,9,4,5
30,27.8275154,122,6,2,89,58,46,18,15,3,5
1,24.55578371,81,3,0,71,46,33,13,11,4,7
488,25.60164271,84,11,5,66,43,26,9,10,3,8
75,26.06160164,67,2,6,60,37,31,11,9,6,6
25,20.44626968,56,13,0,44,26,23,10,9,0,1
53,26.0862423,105,10,2,69,36,31,20,13,3,4
31,25.10882957,74,0,2,40,25,18,11,8,0,1
26,22.6255989,198,5,4,94,53,37,18,14,2,7
52,23.67693361,123,2,1,94,55,31,19,14,3,9
98,29.84257358,136,4,4,118,58,36,31,15,9,13
258,25.24845996,85,6,2,62,38,28,15,10,6,7
80,26.40109514,136,4,5,95,49,35,21,15,4,8
9,35.8329911,75,6,2,56,38,30,13,9,1,1
16,27.25256674,93,8,1,62,40,30,13,10,3,4
49,31.4770705,84,2,2,60,40,32,12,10,2,3
211,34.46132786,78,8,0,51,32,27,14,10,2,2
2,19.73716632,153,9,3,100,62,47,20,14,7,7
1,24.55578371,88,7,0,67,45,36,11,11,0,1
75,26.06160164,125,5,6,100,62,42,18,14,4,7
31,25.10882957,88,0,4,72,47,37,10,11,1,4
52,23.67693361,82,3,1,78,45,30,22,10,5,6
98,29.84257358,88,3,1,53,30,24,14,11,1,3
80,26.40109514,81,7,1,79,50,37,14,12,8,10
49,31.4770705,128,2,0,102,65,46,17,16,5,9
2,19.73716632,,,,,,,,,,
1,24.55578371,58,8,1,56,40,31,8,9,5,6
52,23.67693361,68,4,4,57,28,19,15,8,7,9
98,29.84257358,68,1,0,44,20,18,19,9,0,0
2,19.73716632,87,8,1,64,52,39,7,10,8,9
1,24.55578371,66,3,0,58,31,23,17,9,8,8
2,19.73716632,89,6,3,53,37,29,6,9,2,3
2,19.73716632,113,1,1,80,56,38,13,14,0,3
2,19.69883641,145,3,1,81,50,32,17,15,3,8
80,21.13073238,126,8,4,85,42,35,25,14,4,5
35,24.08761123,130,7,6,99,48,37,23,16,6,10
22,27.21423682,83,12,2,54,34,30,14,11,0,0
41,33.18001369,86,3,2,73,38,33,18,11,3,3
45,32.43805613,73,15,4,59,38,30,11,9,3,3
31,22.2477755,84,6,5,77,49,34,14,11,4,6
65,28.15879535,114,5,1,85,48,32,23,12,5,6
23,27.71252567,133,3,3,94,46,32,22,15,2,7
47,23.6386037,77,3,0,52,31,26,13,9,2,2
188,17.99863107,112,8,7,82,41,35,20,13,6,8
6,24.7008898,70,5,2,42,24,20,8,7,1,2
21,21.87542779,125,14,2,107,64,56,19,15,4,5
175,24.94182067,61,5,1,50,27,22,16,9,0,0
25,22.58726899,101,4,2,89,59,40,21,15,5,7
5,26.90759754,110,21,3,92,63,53,14,16,1,2
2,19.69883641,103,1,2,71,52,36,10,11,3,4
35,24.08761123,94,5,1,67,40,32,15,10,2,2
41,33.18001369,73,2,1,55,28,20,20,9,1,1
65,28.15879535,100,5,3,70,43,30,15,10,5,7
23,27.71252567,74,5,0,54,32,26,11,8,4,4
188,17.99863107,91,6,6,75,41,30,15,11,5,8
21,21.87542779,62,12,1,58,32,28,13,9,2,2
5,26.90759754,84,18,4,70,45,39,14,11,2,2
2,19.69883641,122,8,4,83,55,39,16,11,6,6
65,28.15879535,162,10,1,108,66,47,24,17,2,5
23,27.71252567,104,10,1,65,35,31,16,10,3,3
21,21.87542779,136,17,3,106,71,57,16,15,4,5
65,28.15879535,115,8,3,86,54,40,18,15,1,3
21,21.87542779,129,11,2,84,48,40,20,14,2,3
65,28.15879535,92,4,1,59,29,22,18,9,3,3
45,27.01711157,88,4,4,57,28,20,15,10,1,4
29,22.17111567,62,11,2,53,33,27,13,10,0,0
47,24.02464066,110,7,2,89,52,35,22,13,10,11
35,27.12936345,58,3,1,45,29,24,13,9,2,2
46,24.82135524,58,2,1,50,37,27,9,8,4,4
41,32.10951403,91,6,3,66,43,32,17,11,5,5
49,26.71868583,135,16,0,109,70,56,18,17,3,5
33,24.31759069,61,6,3,45,26,22,12,8,3,3
292,24.29295003,75,17,3,63,44,34,11,10,8,8
57,27.34017796,55,4,1,45,25,20,13,8,0,0
27,20.32854209,64,5,0,54,33,22,16,9,1,1
19,19.42231348,78,3,2,50,30,26,11,9,1,1
30,28.38329911,78,3,0,56,40,33,12,11,3,3
28,30.0862423,79,13,3,60,43,35,5,10,2,4
24,28.78028747,52,1,3,46,22,14,15,6,1,2
54,24.85147159,109,14,4,94,51,43,24,17,2,3
1,25.18822724,85,7,0,57,31,24,16,9,3,3
29,22.17111567,79,10,4,58,40,34,8,9,5,5
47,24.02464066,114,6,2,89,55,36,23,12,6,8
8,24.45995893,131,8,4,101,71,54,10,12,4,6
4,24.78850103,136,7,4,105,75,52,16,16,2,4
41,32.10951403,105,3,4,80,45,31,18,12,5,8
49,26.71868583,76,6,0,51,35,29,9,9,2,2
33,24.31759069,126,8,1,104,73,52,15,15,7,11
292,24.29295003,111,23,2,97,69,59,12,16,3,4
10,26.21492129,145,10,3,118,76,53,24,17,8,10
17,19.40314853,98,9,3,72,47,38,13,13,3,6
19,19.42231348,133,8,6,88,37,32,28,14,5,6
6,24.12867899,88,9,3,68,47,39,11,11,0,0
11,21.07871321,93,8,2,68,38,28,16,10,3,5
13,28.53661875,94,7,3,70,43,31,17,11,8,10
2,20.36960986,82,3,0,48,31,23,14,9,2,2
1,25.18822724,108,13,0,79,60,51,13,12,2,2
47,24.02464066,90,3,2,62,43,35,10,11,0,1
4,24.78850103,100,5,2,76,57,40,9,14,3,6
49,26.71868583,66,2,0,50,32,23,12,9,2,3
10,26.21492129,,,,,,,,,,
17,19.40314853,131,3,3,90,49,35,21,14,4,7
11,21.07871321,81,23,2,65,46,41,11,11,0,0
2,20.36960986,87,4,3,49,30,27,11,9,1,1
1,25.18822724,82,6,1,76,49,37,17,11,1,1
4,24.78850103,177,3,5,124,75,53,30,17,7,10
10,26.21492129,141,8,4,97,55,45,22,18,2,5
11,21.07871321,107,9,4,78,47,35,17,11,2,2
1,25.18822724,59,9,0,41,27,21,8,8,0,1
10,26.21492129,53,10,1,39,28,25,7,8,0,0
1,25.18822724,108,11,2,81,45,36,24,13,2,2
3,27.55920602,76,8,1,55,36,32,12,10,0,0
57,23.01163587,44,5,0,34,28,24,4,7,0,0
44,21.53319644,79,4,1,67,41,31,11,9,4,5
16,19.38398357,66,16,2,61,37,34,10,10,3,3
9,21.31143053,143,8,2,99,60,40,21,14,8,11
88,29.76591376,44,3,0,44,25,21,11,7,1,1
27,28.76112252,76,4,6,67,31,26,18,9,2,2
14,28.5174538,85,5,1,68,44,33,13,10,4,6
39,25.38261465,150,8,3,106,60,48,22,17,2,4
132,24.39972621,105,4,2,64,41,30,11,10,3,4
28,20.30937714,109,1,2,82,59,43,7,10,7,10
6,24.10951403,63,19,2,50,39,36,6,9,0,0
10,26.19575633,99,7,2,68,46,34,15,11,2,4
42,30.11635866,104,13,2,83,49,42,20,15,5,6
102,26.23134839,161,8,5,132,76,50,23,16,5,10
4,24.76933607,123,4,3,88,52,37,23,14,3,4
3,27.55920602,67,14,1,50,32,30,8,9,1,1
44,21.53319644,62,7,1,50,28,23,14,9,2,2
88,29.76591376,121,0,2,81,41,29,20,13,4,8
27,28.76112252,87,12,4,75,47,40,14,13,4,5
39,25.38261465,129,7,1,93,62,39,15,13,7,11
6,24.10951403,100,8,0,75,53,46,14,14,0,0
10,26.19575633,56,3,0,51,34,27,13,10,0,0
4,24.76933607,87,5,1,66,35,28,13,9,6,7
3,27.55920602,66,11,3,46,27,24,12,9,0,0
27,28.76112252,122,4,7,97,48,32,28,13,11,14
6,24.10951403,73,11,0,55,33,28,11,10,1,2
10,26.19575633,108,11,3,82,57,39,13,12,6,8
3,27.55920602,65,12,1,40,32,28,4,8,0,0
10,26.19575633,127,9,3,90,63,51,15,15,0,1
3,27.55920602,135,17,1,83,52,46,21,16,4,4
4,24.85420945,116,5,4,89,51,36,15,14,6,11
86,22.21492129,76,4,1,49,28,22,14,9,2,3
64,18.63655031,88,7,6,70,44,29,13,11,5,8
24,20.29295003,138,5,5,103,53,43,29,16,4,5
21,21.76043806,59,7,0,36,23,21,8,7,2,2
47,25.45653662,105,17,4,95,54,44,17,11,14,16
68,21.86447639,70,8,2,57,36,29,11,10,2,3
23,26.01505818,65,4,0,51,25,21,13,9,3,5
28,24.44626968,92,3,2,78,52,36,14,10,5,6
72,22.24503765,73,2,3,45,25,22,11,9,1,2
49,24.84325804,70,3,2,40,31,19,5,6,2,4
19,23.67419576,83,2,3,59,27,23,23,11,0,0
70,26.84462697,104,13,2,79,46,37,16,13,1,2
66,32.7118412,127,7,2,96,65,52,17,16,6,7
172,29.15263518,121,14,2,94,53,36,21,15,6,10
18,27.9945243,71,6,5,63,37,26,15,11,3,5
86,22.21492129,115,4,0,91,42,22,31,14,4,8
24,20.29295003,127,5,5,94,56,42,18,14,0,2
47,25.45653662,147,6,1,93,56,40,18,15,4,8
68,21.86447639,113,5,2,111,79,48,19,14,12,14
28,24.44626968,78,2,1,69,43,32,15,12,0,3
49,24.84325804,129,0,2,105,67,47,18,15,6,9
66,32.7118412,117,4,5,86,54,43,17,15,1,3
18,27.9945243,111,4,6,89,54,39,16,13,6,9
24,20.29295003,55,5,2,50,28,24,13,9,0,0
47,25.45653662,48,6,0,29,19,16,8,6,0,0
49,24.84325804,118,4,2,98,63,45,18,15,4,6
18,27.9945243,86,4,5,72,46,33,14,10,7,8
47,25.45653662,61,5,2,58,29,19,17,8,4,5
49,24.84325804,76,4,4,66,38,25,16,9,7,8
49,24.84325804,71,7,0,63,41,30,14,10,6,6
4,24.8733744,122,6,10,98,50,36,25,15,11,14
53,24.63518138,75,3,3,62,32,28,14,10,1,2
60,21.88364134,122,2,1,87,59,37,17,14,3,6
154,20.44626968,97,27,4,82,47,44,18,16,0,1
26,22.49144422,65,2,2,53,33,22,14,9,3,4
144,26.36002738,111,4,6,82,53,41,14,12,2,4
38,24.862423,126,3,2,106,67,41,20,15,7,11
55,23.07734428,93,7,4,79,39,24,25,10,3,4
23,26.03422313,84,5,3,78,47,37,15,11,2,3
35,29.36892539,153,10,8,109,60,44,30,18,3,6
68,28.06297057,60,4,2,66,34,26,20,12,4,6
86,21.78234086,63,2,1,50,30,25,14,9,2,2
50,26.57357974,71,10,3,59,36,29,15,10,2,2
67,26.86379192,124,11,2,89,57,44,19,15,4,5
51,29.31964408,85,4,5,45,13,10,17,9,1,4
6,24.60506502,106,1,2,74,47,34,14,11,4,6
4,24.8733744,84,6,2,68,35,25,16,9,3,4
60,21.88364134,83,5,6,70,38,31,20,12,4,6
26,22.49144422,195,6,7,132,94,69,13,18,4,8
55,23.07734428,78,6,2,61,37,30,13,10,1,2
23,26.03422313,,,,,,,,,,
68,28.06297057,112,4,3,63,28,20,26,10,1,1
50,26.57357974,109,2,5,82,43,35,26,12,1,2
6,24.60506502,109,1,3,95,71,44,15,11,8,10
60,21.88364134,137,8,2,108,64,42,20,17,5,11
26,22.49144422,121,7,4,85,57,37,13,13,7,10
23,26.03422313,121,11,5,96,51,39,22,13,4,5
6,24.60506502,,,,,,,,,,
26,22.49144422,97,2,5,78,48,33,15,12,1,3
23,26.03422313,83,7,1,75,43,26,16,9,8,11
23,26.03422313,109,9,3,95,53,38,22,14,4,7
9,27.20054757,110,2,2,73,45,32,14,13,2,6
139,25.908282,78,10,4,68,43,28,12,10,5,8
183,25.16632444,140,3,3,80,39,26,19,13,1,6
58,23.2991102,115,3,5,82,44,33,18,13,4,7
31,24.45995893,99,0,1,77,59,33,11,12,3,7
121,27.8275154,87,11,3,57,37,29,11,10,1,3
313,23.73169062,108,5,2,91,54,39,22,14,5,6
68,27.50444901,94,7,3,70,43,27,17,11,2,4
44,26.47775496,123,1,1,73,43,33,16,11,5,7
94,24.60506502,120,1,1,81,61,39,14,14,5,9
77,21.8973306,116,1,3,69,39,27,19,12,2,4
37,24.97741273,103,2,2,95,60,39,18,14,7,10
55,26.36550308,102,2,2,75,37,26,23,10,7,8
100,28.95550992,65,2,1,35,20,15,8,6,0,1
114,20.50102669,92,9,2,50,39,33,7,9,1,2
85,25.64818617,96,7,3,57,37,28,8,9,7,9
139,25.908282,51,5,0,39,29,24,8,8,0,0
58,23.2991102,78,3,0,49,33,28,10,9,2,2
121,27.8275154,54,6,1,40,25,20,7,6,3,3
68,27.50444901,109,4,0,66,43,29,18,13,5,7
44,26.47775496,108,0,1,69,45,32,13,11,5,7
77,21.8973306,73,6,0,48,33,24,8,7,1,1
55,26.36550308,168,2,2,105,63,43,17,14,6,10
114,20.50102669,115,7,1,65,34,28,19,12,1,2
139,25.908282,127,5,2,84,44,30,24,14,1,3
68,27.50444901,104,2,2,75,44,29,15,11,3,7
77,21.8973306,96,1,1,57,31,22,16,9,1,2
55,26.36550308,105,8,3,72,50,35,12,11,3,5
68,27.50444901,166,4,6,110,59,43,28,16,7,9
55,26.36550308,164,5,3,108,63,39,25,14,8,10
55,26.36550308,85,1,3,52,29,19,14,10,3,6
2,20.3504449,92,5,1,59,29,22,20,9,4,4
690,24.27378508,70,11,3,58,36,31,11,10,0,0
86,22.03422313,58,8,0,55,39,27,11,9,1,2
35,24.29842574,80,3,0,51,27,21,16,9,1,2
15,24.52019165,77,2,2,59,33,24,15,9,2,3
81,25.0513347,25,4,1,20,11,7,5,2,2,2
63,29.52772074,84,3,0,70,50,41,13,11,3,3
19,25.2128679,69,2,1,57,32,25,17,10,2,2
36,22.15195072,56,9,2,46,28,24,11,8,0,0
49,34.54620123,75,5,4,61,37,27,11,10,2,5
153,25.63449692,81,4,2,58,36,24,12,8,4,5
11,21.05954825,61,3,1,47,34,27,7,9,0,1
30,25.72210815,102,1,4,57,32,25,12,9,4,5
41,27.321013,119,5,3,82,44,33,24,14,2,4
82,25.48939083,58,12,3,49,27,22,15,9,1,1
8,26.7816564,60,6,1,54,30,25,14,9,1,1
690,24.27378508,112,17,4,84,49,37,19,11,6,7
35,24.29842574,103,8,1,80,42,30,27,14,5,6
81,25.0513347,91,12,1,80,51,40,15,13,4,5
19,25.2128679,65,5,1,59,28,24,18,9,4,4
36,22.15195072,49,4,2,34,24,23,5,7,0,0
11,21.05954825,135,10,0,89,62,46,16,17,2,5
30,25.72210815,134,1,1,102,64,44,21,14,14,16
8,26.7816564,71,1,0,57,32,24,15,9,3,3
690,24.27378508,173,24,4,137,96,74,18,18,8,9
19,25.2128679,71,5,0,62,46,36,8,11,2,3
36,22.15195072,56,5,2,44,29,26,10,9,0,0
8,26.7816564,119,16,0,90,54,42,22,15,3,4
19,25.2128679,135,15,0,116,82,63,22,17,5,5
8,26.7816564,89,5,2,71,51,40,14,12,0,1
8,26.7816564,56,4,1,45,21,21,12,9,0,1
1,24.44079398,83,2,0,67,46,38,12,13,2,3
69,22.28336756,138,10,3,107,54,42,23,18,2,7
44,33.39356605,111,5,1,92,52,40,25,14,3,4
34,28.53114305,155,11,7,145,107,78,20,22,10,12
29,24.99383984,96,2,0,73,48,34,21,13,3,3
139,26.37919233,120,15,2,107,69,54,26,17,2,3
68,29.45106092,148,2,7,116,72,51,20,16,10,13
41,27.78918549,111,7,1,91,56,44,19,14,10,11
15,28.03285421,183,7,8,113,66,46,26,21,3,9
104,34.88021903,211,18,9,179,112,81,22,25,17,25
103,27.76180698,124,7,5,95,54,42,25,18,1,4
26,22.51060917,109,3,1,99,63,47,19,16,3,5
240,25.88637919,68,3,4,42,23,18,13,8,1,2
173,23.54825462,196,14,8,178,109,77,37,26,9,12
99,27.4770705,97,8,6,93,58,42,19,13,7,8
5,24.62422998,201,5,4,155,126,92,18,26,7,9
6,24.89253936,226,11,13,186,107,68,33,25,20,29
51,26.38193018,106,1,1,84,54,38,20,13,3,3
84,23.57015743,87,17,3,88,58,46,14,13,4,5
30,22.17111567,134,3,6,100,63,53,20,16,6,6
25,28.5338809,230,11,6,158,74,53,48,25,6,13
77,23.20328542,161,6,0,122,82,61,27,20,4,5
137,21.5687885,184,9,3,147,78,53,35,23,7,14
17,25.92744695,97,8,0,70,40,29,20,13,1,3
202,22.73511294,245,7,10,217,154,98,25,28,14,22
48,24.0109514,152,11,3,106,62,45,23,16,5,7
91,26.28610541,192,2,5,138,70,44,35,21,8,17
81,25.33880903,114,1,2,75,63,46,8,14,1,2
28,27.63586585,107,6,1,69,31,23,29,13,1,2
85,21.80150582,154,2,4,114,66,45,27,19,9,13
186,26.03696099,115,8,2,83,46,40,17,15,1,3
9,24.00821355,209,2,17,156,107,61,16,21,14,24
10,27.10472279,56,6,2,42,23,19,10,7,1,2
143,30.11362081,170,3,5,127,73,50,24,20,9,15
65,33.10335387,123,1,1,87,50,34,24,16,3,6
82,31.96988364,224,0,3,148,100,70,21,25,2,8
21,21.79876797,166,9,4,122,69,54,23,20,6,10
90,26.52977413,159,5,4,134,95,67,19,19,7,10
80,28.0164271,,,,,,,,,,
14,23.79192334,149,3,4,107,70,43,19,18,4,10
19,23.71252567,125,10,4,104,75,55,16,16,4,5
53,23.09650924,194,7,8,149,84,61,26,21,10,16
203,24.86516085,153,7,4,102,73,56,15,16,0,1
22,26.05338809,155,11,2,133,73,51,32,20,9,13
24,24.48459959,88,2,2,77,56,41,10,12,1,2
98,20.93634497,124,4,2,75,46,33,19,13,5,7
46,20.80492813,108,10,6,101,54,46,24,17,1,2
4,24.04106776,211,5,6,171,106,70,31,20,13,17
8,26.83093771,126,13,1,102,64,54,25,17,2,3
79,22.2532512,106,12,1,81,44,37,22,15,5,7
71,22.69130732,196,24,3,169,105,82,33,25,5,7
33,24.32306639,115,13,1,85,46,38,25,14,2,2
23,20.33127995,173,24,7,143,76,61,30,21,8,10
123,21.05407255,253,8,3,169,89,60,40,24,10,17
39,25.49486653,169,7,2,125,61,46,32,21,7,13
13,30.81724846,139,13,3,95,51,42,26,15,7,8
18,23.27720739,79,1,4,73,37,29,18,13,1,4
177,24.41889117,125,8,2,93,51,38,23,15,3,5
54,20.58316222,139,4,4,83,38,33,25,15,2,4
20,27.137577,88,1,1,71,41,29,22,12,3,3
110,22.6201232,136,9,4,105,67,53,18,17,5,8
162,24.07392197,71,4,1,50,35,26,12,9,3,3
60,26.92128679,180,21,9,133,84,65,27,19,9,10
3,23.38124572,104,7,2,79,46,39,15,13,2,3
1,24.44079398,72,9,1,74,45,34,18,12,1,1
34,28.53114305,190,7,4,145,96,68,31,22,10,14
139,26.37919233,187,22,3,147,101,76,23,25,3,6
41,27.78918549,76,2,0,57,31,29,17,11,2,2
15,28.03285421,231,11,12,162,96,77,32,30,5,11
26,22.51060917,180,9,4,146,100,70,24,23,6,11
240,25.88637919,166,10,6,143,86,64,36,21,10,10
5,24.62422998,134,3,2,102,81,54,14,17,2,5
51,26.38193018,203,6,0,129,82,52,30,20,9,13
84,23.57015743,193,10,2,138,92,63,19,20,8,13
25,28.5338809,152,15,4,103,53,42,24,17,5,9
17,25.92744695,218,14,2,129,80,59,26,24,0,5
48,24.0109514,145,13,3,81,40,35,22,13,0,2
81,25.33880903,78,8,2,65,46,38,9,12,1,2
28,27.63586585,122,3,1,85,38,33,23,14,4,6
9,24.00821355,172,1,9,119,93,63,12,16,7,10
10,27.10472279,118,1,1,76,42,32,21,13,4,5
65,33.10335387,129,8,2,100,59,41,18,14,10,13
21,21.79876797,107,10,2,70,44,40,16,14,0,0
14,23.79192334,169,5,2,140,93,60,22,20,7,12
19,23.71252567,183,5,2,140,102,70,24,20,6,9
22,26.05338809,129,5,3,97,53,41,21,17,4,8
24,24.48459959,113,4,2,93,58,42,23,14,8,10
4,24.04106776,180,2,3,125,83,55,28,18,11,12
8,26.83093771,140,3,4,96,50,35,26,14,3,5
33,24.32306639,155,17,5,122,74,59,23,20,1,3
123,21.05407255,150,6,3,129,63,46,34,18,11,14
13,30.81724846,220,12,4,154,81,61,39,25,6,10
177,24.41889117,183,8,10,181,91,61,41,24,14,21
54,20.58316222,190,6,6,128,65,47,36,23,5,11
162,24.07392197,131,8,4,97,73,57,12,15,2,2
3,23.38124572,108,11,1,78,48,41,20,15,1,1
1,24.44079398,109,6,2,70,47,37,20,14,1,1
41,27.78918549,157,18,1,113,68,55,28,20,0,1
15,28.03285421,211,12,5,156,87,53,39,22,8,14
5,24.62422998,179,4,2,114,86,64,20,21,4,6
51,26.38193018,124,4,3,95,52,41,25,14,8,8
25,28.5338809,177,13,4,103,53,46,28,19,2,3
48,24.0109514,159,,,,,,,,,
28,27.63586585,172,7,8,108,55,40,21,18,5,11
65,33.10335387,227,9,5,172,95,64,33,23,18,25
14,23.79192334,113,0,2,84,60,39,14,14,2,4
19,23.71252567,115,9,6,86,49,38,24,15,4,5
4,24.04106776,174,6,3,136,88,55,28,19,11,16
8,26.83093771,146,10,4,99,54,45,24,15,4,5
13,30.81724846,91,9,1,71,41,35,16,12,4,4
54,20.58316222,80,5,3,66,36,24,18,12,1,3
3,23.38124572,82,17,1,62,37,32,16,12,0,0
1,24.44079398,178,10,1,132,77,60,29,21,7,9
5,24.62422998,210,6,3,160,110,65,31,24,8,14
25,28.5338809,142,5,3,94,43,36,26,15,7,9
28,27.63586585,127,12,3,72,31,29,19,14,1,4
65,33.10335387,133,6,0,94,56,35,18,17,7,14
4,24.04106776,127,3,2,84,55,40,19,15,0,2
8,26.83093771,115,12,1,81,43,33,27,14,1,1
54,20.58316222,152,16,1,125,60,43,37,18,7,9
1,24.44079398,193,6,0,139,86,64,28,22,5,10
25,28.5338809,288,4,9,164,74,46,46,26,4,13
4,24.04106776,101,2,0,64,39,29,18,12,2,3
54,20.58316222,197,8,4,131,69,55,37,23,7,9
1,24.44079398,160,7,5,106,70,50,24,18,3,4
54,20.58316222,207,15,2,154,86,60,34,25,10,17
1,24.44079398,166,11,6,144,77,55,34,19,7,10
1,24.99657769,74,14,0,48,24,21,19,10,0,0
33,28.19164956,73,3,0,53,24,20,18,9,2,3
27,23.65229295,109,10,1,76,36,30,21,14,1,3
17,28.3449692,73,4,2,46,33,30,6,9,0,0
12,25.44832307,156,2,5,110,58,41,23,15,10,15
39,31.37303217,122,8,3,100,60,48,19,16,9,11
47,27.14852841,76,3,3,51,26,22,14,9,0,1
41,26.05065024,91,5,2,66,43,33,13,11,5,6
4,27.38672142,88,10,3,61,33,27,17,10,3,4
43,28.63791923,64,1,1,42,30,26,7,8,0,0
28,26.48323066,98,9,2,66,37,26,16,10,5,7
16,26.02327173,117,10,7,101,65,45,21,14,7,8
57,24.62970568,132,2,4,94,65,42,17,15,10,14
21,28.58863792,95,6,4,80,47,31,22,10,9,9
26,23.79739904,121,4,3,86,40,36,31,12,5,5
7,24.26830938,133,4,5,106,67,46,17,16,6,10
117,24.97467488,73,3,0,58,33,25,20,10,0,0
49,29.94387406,72,8,2,60,31,22,20,9,3,3
60,31.91786448,81,1,0,52,37,25,10,8,1,1
31,19.23066393,97,7,1,68,31,25,18,10,2,4
15,25.0403833,76,5,4,76,41,30,17,11,8,10
97,21.86173854,81,8,0,69,44,36,15,11,2,2
112,27.08555784,81,3,0,49,34,25,14,9,2,2
68,33.94934976,59,6,2,43,26,21,12,8,1,1
6,26.6091718,56,4,2,41,22,18,14,8,0,0
51,20.13689254,70,2,3,51,30,24,11,9,0,1
25,22.72689938,84,5,2,68,52,39,11,13,0,1
96,28.03285421,97,3,2,86,59,45,15,15,5,7
14,20.88706366,93,4,4,55,33,29,12,11,0,1
45,24.11772758,74,3,2,64,41,33,12,9,5,5
85,30.5927447,109,2,3,85,49,34,25,13,5,6
2,20.1779603,109,0,1,61,33,23,16,8,7,8
1,24.99657769,67,3,2,56,31,24,16,9,7,8
27,23.65229295,112,9,3,88,44,34,25,14,3,5
39,31.37303217,56,8,2,49,31,24,8,7,4,5
41,26.05065024,91,1,1,70,36,28,23,11,4,4
4,27.38672142,121,10,2,73,37,31,19,11,2,3
16,26.02327173,58,6,4,37,25,22,5,7,0,1
57,24.62970568,149,8,4,111,71,45,17,16,7,13
26,23.79739904,101,1,3,74,37,32,18,14,4,7
49,29.94387406,54,8,0,49,30,26,13,9,1,1
31,19.23066393,105,0,6,72,40,31,10,10,4,7
15,25.0403833,71,1,0,50,31,21,14,9,0,2
68,33.94934976,92,5,2,78,41,29,20,11,3,6
51,20.13689254,73,1,3,59,37,21,9,10,4,8
25,22.72689938,67,6,3,60,46,37,5,9,5,5
14,20.88706366,103,6,1,79,48,34,14,11,3,5
2,20.1779603,88,2,1,54,34,26,8,9,1,3
1,24.99657769,107,8,1,92,61,45,16,14,6,7
41,26.05065024,95,3,2,73,50,40,13,11,6,7
16,26.02327173,184,7,3,115,72,50,30,17,6,7
26,23.79739904,94,9,0,62,32,25,26,11,3,3
31,19.23066393,77,0,7,55,30,20,14,9,1,3
15,25.0403833,130,3,2,105,69,42,21,15,4,7
51,20.13689254,97,1,2,69,44,31,16,12,1,3
14,20.88706366,109,3,3,72,45,37,13,12,3,4
1,24.99657769,147,2,3,110,70,47,25,17,5,8
16,26.02327173,81,3,1,63,43,31,13,10,3,4
31,19.23066393,148,6,9,112,41,26,34,15,9,14
51,20.13689254,65,4,3,43,24,22,11,8,0,0
1,24.99657769,110,3,3,81,54,39,18,14,4,5
51,20.13689254,84,5,3,61,39,32,9,10,4,5
1,24.99657769,107,6,4,88,50,37,18,13,8,10
10,23.89869952,67,9,0,56,39,32,11,10,5,5
390,20.06297057,75,17,1,65,35,27,17,11,1,2
191,18.79534565,70,8,3,60,29,26,15,11,1,2
33,23.61396304,118,16,3,88,43,35,23,12,3,5
17,25.98494182,88,6,1,73,54,46,13,12,1,1
97,26.48870637,80,8,1,62,43,34,12,11,3,4
158,31.31279945,98,10,3,69,34,24,21,11,0,2
18,36.23545517,81,6,0,63,38,29,16,9,4,5
22,28.55030801,83,8,4,68,37,29,21,12,4,5
180,30.63107461,139,5,4,101,63,43,17,14,8,12
120,33.26762491,125,10,2,92,54,41,19,16,1,5
20,23.79466119,78,3,2,54,32,24,15,10,3,4
21,28.30663929,59,5,1,46,31,27,13,10,0,0
137,23.3100616,151,6,5,94,52,32,16,14,4,10
91,24.81314168,119,3,3,84,36,27,28,13,5,7
86,29.96851472,83,8,2,67,39,29,13,10,6,8
10,23.89869952,101,21,2,83,59,49,14,15,0,0
33,23.61396304,79,12,7,77,43,34,19,11,2,2
17,25.98494182,69,3,2,53,40,31,8,9,2,2
18,36.23545517,102,18,2,79,50,44,14,14,3,4
22,28.55030801,87,6,2,69,37,29,13,11,5,8
20,23.79466119,124,5,0,86,64,45,13,15,4,8
21,28.30663929,94,13,4,69,37,31,18,13,1,3
86,29.96851472,85,4,3,53,35,26,7,10,2,5
33,23.61396304,,,,,,,,,,
17,25.98494182,108,7,0,84,64,49,12,15,4,5
22,28.55030801,80,1,4,65,38,29,13,10,2,4
21,28.30663929,85,8,3,66,39,29,17,10,3,3
